content,place,year,month,content_token
could drive 100,India,2015,November,"['could', 'drive', '100']"
could drive 100mn poverty,India,2015,November,"['could', 'drive', '100mn', 'poverty']"
role,India,2015,November,['role']
alter earths shape university columbia,India,2015,November,"['alter', 'earths', 'shape', 'university', 'columbia']"
alter earths shape university columbia,India,2015,November,"['alter', 'earths', 'shape', 'university', 'columbia']"
role,India,2015,November,['role']
life planet stake france warns ministers meet,India,2015,November,"['life', 'planet', 'stake', 'france', 'warns', 'ministers', 'meet']"
reemergency infectious diseasesdeclining quality life older population amp major challenges says nobel laureate,India,2015,November,"['reemergency', 'infectious', 'diseasesdeclining', 'quality', 'life', 'older', 'population', 'amp', 'major', 'challenges', 'says', 'nobel', 'laureate']"
world capture 4 billion metric tons keep control,India,2015,November,"['world', 'capture', '4', 'billion', 'metric', 'tons', 'keep', 'control']"
mwth china seeking lead example fight china shown,India,2015,November,"['mwth', 'china', 'seeking', 'lead', 'example', 'fight', 'china', 'shown']"
human greed completely destroyed mother nature repacurtion seasonal imbalance,India,2015,November,"['human', 'greed', 'completely', 'destroyed', 'mother', 'nature', 'repacurtion', 'seasonal', 'imbalance']"
human using technology destroy nature creationboomerang effect created form,India,2015,November,"['human', 'using', 'technology', 'destroy', 'nature', 'creationboomerang', 'effect', 'created', 'form']"
alters,India,2015,November,['alters']
aware course lets make things little cooler,India,2015,November,"['aware', 'course', 'lets', 'make', 'things', 'little', 'cooler']"
automobile way cure poor,India,2015,November,"['automobile', 'way', 'cure', 'poor']"
uns fund releases 183m tackle,India,2015,November,"['uns', 'fund', 'releases', '183m', 'tackle']"
feeling bite november still sweating outdoors,India,2015,November,"['feeling', 'bite', 'november', 'still', 'sweating', 'outdoors']"
extreme heat defining,India,2015,November,"['extreme', 'heat', 'defining']"
extreme heat defining,India,2015,November,"['extreme', 'heat', 'defining']"
even thunders create blunders,India,2015,November,"['even', 'thunders', 'create', 'blunders']"
th china seeking lead example fight china shown,India,2015,November,"['th', 'china', 'seeking', 'lead', 'example', 'fight', 'china', 'shown']"
gas swiss researchers study kangaroolike cows could help reduce,India,2015,November,"['gas', 'swiss', 'researchers', 'study', 'kangaroolike', 'cows', 'could', 'help', 'reduce']"
already liao bu yao zai hot liao,India,2015,November,"['already', 'liao', 'bu', 'yao', 'zai', 'hot', 'liao']"
oilrich insists fuels still needed despite fears,India,2015,November,"['oilrich', 'insists', 'fuels', 'still', 'needed', 'despite', 'fears']"
damage worth 100 yrs 10 yrs melting real biggest caving,India,2015,November,"['damage', 'worth', '100', 'yrs', '10', 'yrs', 'melting', 'real', 'biggest', 'caving']"
greenland melting myth largest caving observed,India,2015,November,"['greenland', 'melting', 'myth', 'largest', 'caving', 'observed']"
greenland melting myth real gets watch largest caving,India,2015,November,"['greenland', 'melting', 'myth', 'real', 'gets', 'watch', 'largest', 'caving']"
largest caving seen myth,India,2015,November,"['largest', 'caving', 'seen', 'myth']"
melting myth real gets watch largest caving,India,2015,November,"['melting', 'myth', 'real', 'gets', 'watch', 'largest', 'caving']"
greenland melting myth real getswatch largest caving,India,2015,November,"['greenland', 'melting', 'myth', 'real', 'getswatch', 'largest', 'caving']"
caused damage worth 100 yrs within 10 yrsgreenland melting real,India,2015,November,"['caused', 'damage', 'worth', '100', 'yrs', 'within', '10', 'yrsgreenland', 'melting', 'real']"
like cheer nov however autumn arrived nov instead ofsepta worrying depressing,India,2015,November,"['like', 'cheer', 'nov', 'however', 'autumn', 'arrived', 'nov', 'instead', 'ofsepta', 'worrying', 'depressing']"
saudi says fossil fuels still needed despite fears,India,2015,November,"['saudi', 'says', 'fossil', 'fuels', 'still', 'needed', 'despite', 'fears']"
politicians discussing sculpture berlin issac cordal sculpture worning,India,2015,November,"['politicians', 'discussing', 'sculpture', 'berlin', 'issac', 'cordal', 'sculpture', 'worning']"
mwin india important fight india key player paris,India,2015,November,"['mwin', 'india', 'important', 'fight', 'india', 'key', 'player', 'paris']"
india important fight india key player,India,2015,November,"['india', 'important', 'fight', 'india', 'key', 'player']"
scientists worry public,India,2015,November,"['scientists', 'worry', 'public']"
35c nov 4damn,India,2015,November,"['35c', 'nov', '4damn']"
top fired questioning,India,2015,November,"['top', 'fired', 'questioning']"
saw rbi summit kala coaters discussing ac usage n hence avoided gvng suits,India,2015,November,"['saw', 'rbi', 'summit', 'kala', 'coaters', 'discussing', 'ac', 'usage', 'n', 'hence', 'avoided', 'gvng', 'suits']"
became factory world moves decisively,India,2015,November,"['became', 'factory', 'world', 'moves', 'decisively']"
10 shocking facts yet experts continue disagree exactly effects,India,2015,November,"['10', 'shocking', 'facts', 'yet', 'experts', 'continue', 'disagree', 'exactly', 'effects']"
became factory world moves decisively,India,2015,November,"['became', 'factory', 'world', 'moves', 'decisively']"
would good tat literacy drew,India,2015,November,"['would', 'good', 'tat', 'literacy', 'drew']"
,India,2015,November,[]
wrong new report raises questions,India,2015,November,"['wrong', 'new', 'report', 'raises', 'questions']"
fart contribute,India,2015,November,"['fart', 'contribute']"
finally putin realises warmingits check industrial growth precursor depopulating globe,India,2015,November,"['finally', 'putin', 'realises', 'warmingits', 'check', 'industrial', 'growth', 'precursor', 'depopulating', 'globe']"
lets discuss pressing issues like,India,2015,October,"['lets', 'discuss', 'pressing', 'issues', 'like']"
opinion time running save region,India,2015,October,"['opinion', 'time', 'running', 'save', 'region']"
guess thinks,India,2015,October,"['guess', 'thinks']"
green bday targets reduction greenhouse effect depletion ozonesphere keep planet lively apt,India,2015,October,"['green', 'bday', 'targets', 'reduction', 'greenhouse', 'effect', 'depletion', 'ozonesphere', 'keep', 'planet', 'lively', 'apt']"
world set exhaust 75 budget 2030 un says,India,2015,October,"['world', 'set', 'exhaust', '75', 'budget', '2030', 'un', 'says']"
optimism good paris summit get world least halfway toward target,India,2015,October,"['optimism', 'good', 'paris', 'summit', 'get', 'world', 'least', 'halfway', 'toward', 'target']"
vagaries nature r age old made freak weather phenomenon farmer bear economic yoke,India,2015,October,"['vagaries', 'nature', 'r', 'age', 'old', 'made', 'freak', 'weather', 'phenomenon', 'farmer', 'bear', 'economic', 'yoke']"
gender turtles eggs related 2climate hot babies b female amp cool theyll b male,India,2015,October,"['gender', 'turtles', 'eggs', 'related', '2climate', 'hot', 'babies', 'b', 'female', 'amp', 'cool', 'theyll', 'b', 'male']"
kerry urges grab deal,India,2015,October,"['kerry', 'urges', 'grab', 'deal']"
fossil fuels cause many affections green house affect way,India,2015,October,"['fossil', 'fuels', 'cause', 'many', 'affections', 'green', 'house', 'affect', 'way']"
could make impossible later century,India,2015,October,"['could', 'make', 'impossible', 'later', 'century']"
manmade forest fires makes worlds worst offender,India,2015,October,"['manmade', 'forest', 'fires', 'makes', 'worlds', 'worst', 'offender']"
ill believe,India,2015,October,"['ill', 'believe']"
proof need cut polluting emissions,India,2015,October,"['proof', 'need', 'cut', 'polluting', 'emissions']"
sir due increase temprture rechd 35c plz implement scheme plant tree,India,2015,October,"['sir', 'due', 'increase', 'temprture', 'rechd', '35c', 'plz', 'implement', 'scheme', 'plant', 'tree']"
something needs,India,2015,October,"['something', 'needs']"
humans responsible aftermath effect humans,India,2015,October,"['humans', 'responsible', 'aftermath', 'effect', 'humans']"
increase heat drop productivity 16 frm three decades south asia,India,2015,October,"['increase', 'heat', 'drop', 'productivity', '16', 'frm', 'three', 'decades', 'south', 'asia']"
could devastating economy thought,India,2015,October,"['could', 'devastating', 'economy', 'thought']"
twodegree limit becomes next impossible gives shipping free pass,India,2015,October,"['twodegree', 'limit', 'becomes', 'next', 'impossible', 'gives', 'shipping', 'free', 'pass']"
nyt hit middle east intolerable heat hit end century,India,2015,October,"['nyt', 'hit', 'middle', 'east', 'intolerable', 'heat', 'hit', 'end', 'century']"
twodegree limit becomes next impossible gives shipping free pass,India,2015,October,"['twodegree', 'limit', 'becomes', 'next', 'impossible', 'gives', 'shipping', 'free', 'pass']"
happy cat weather minima cavok dream day amp age,India,2015,October,"['happy', 'cat', 'weather', 'minima', 'cavok', 'dream', 'day', 'amp', 'age']"
terrorismeducation entertainment seems solutions,India,2015,October,"['terrorismeducation', 'entertainment', 'seems', 'solutions']"
make everthing expensive,India,2015,October,"['make', 'everthing', 'expensive']"
destroyed seasons burning winter least expect showers carry umbrella time,India,2015,October,"['destroyed', 'seasons', 'burning', 'winter', 'least', 'expect', 'showers', 'carry', 'umbrella', 'time']"
john kerry skeptics disqualified public office,India,2015,October,"['john', 'kerry', 'skeptics', 'disqualified', 'public', 'office']"
long united fans blame rooney,India,2015,October,"['long', 'united', 'fans', 'blame', 'rooney']"
immediate threat relying corporate policy makers enough give shot well,India,2015,October,"['immediate', 'threat', 'relying', 'corporate', 'policy', 'makers', 'enough', 'give', 'shot', 'well']"
immediate threat relying corporates policy makers enough give shot well,India,2015,October,"['immediate', 'threat', 'relying', 'corporates', 'policy', 'makers', 'enough', 'give', 'shot', 'well']"
hammer,India,2015,October,['hammer']
solve fix politics heres start,India,2015,October,"['solve', 'fix', 'politics', 'heres', 'start']"
bad 2 earth beef black paint akademy leaflets fall stone throw dalit bait border fire patel slap sena bite dangerous 2 modi,India,2015,October,"['bad', '2', 'earth', 'beef', 'black', 'paint', 'akademy', 'leaflets', 'fall', 'stone', 'throw', 'dalit', 'bait', 'border', 'fire', 'patel', 'slap', 'sena', 'bite', 'dangerous', '2', 'modi']"
effect feline sleeping posture mahim west mumbai,India,2015,October,"['effect', 'feline', 'sleeping', 'posture', 'mahim', 'west', 'mumbai']"
5th largest killer live better,India,2015,October,"['5th', 'largest', 'killer', 'live', 'better']"
winter coming since 5 seasons game thrones hasnt reached yet really reflects current situation,India,2015,October,"['winter', 'coming', 'since', '5', 'seasons', 'game', 'thrones', 'hasnt', 'reached', 'yet', 'really', 'reflects', 'current', 'situation']"
mix restaurantampbar 1,India,2015,October,"['mix', 'restaurantampbar', '1']"
due cut hair,India,2015,October,"['due', 'cut', 'hair']"
indonesias gigantic fires making worse,India,2015,October,"['indonesias', 'gigantic', 'fires', 'making', 'worse']"
oops scary,India,2015,October,"['oops', 'scary']"
koffee look mirror warning ka ghumta aayaena darpan zoot na bole,India,2015,October,"['koffee', 'look', 'mirror', 'warning', 'ka', 'ghumta', 'aayaena', 'darpan', 'zoot', 'na', 'bole']"
tipping point,India,2015,October,"['tipping', 'point']"
warmer gets world economy suffers study,India,2015,October,"['warmer', 'gets', 'world', 'economy', 'suffers', 'study']"
maybe something tho lot warmer thailand,India,2015,October,"['maybe', 'something', 'tho', 'lot', 'warmer', 'thailand']"
new study looks possibility draw people pacific northwest,India,2015,October,"['new', 'study', 'looks', 'possibility', 'draw', 'people', 'pacific', 'northwest']"
new study looks possibility draw people pacific northwest,India,2015,October,"['new', 'study', 'looks', 'possibility', 'draw', 'people', 'pacific', 'northwest']"
protect blue planet,India,2015,October,"['protect', 'blue', 'planet']"
matters nature coolotherwise gone,India,2015,October,"['matters', 'nature', 'coolotherwise', 'gone']"
fun interview,India,2015,October,"['fun', 'interview']"
treats maldives biodiversity due biological solution biological problem,India,2015,October,"['treats', 'maldives', 'biodiversity', 'due', 'biological', 'solution', 'biological', 'problem']"
student chse important question ask maldives project,India,2015,October,"['student', 'chse', 'important', 'question', 'ask', 'maldives', 'project']"
plan includes anti steps,India,2015,October,"['plan', 'includes', 'anti', 'steps']"
plan includes anti steps,India,2015,October,"['plan', 'includes', 'anti', 'steps']"
calm yo tits bruh,India,2015,October,"['calm', 'yo', 'tits', 'bruh']"
many people asking questions interesting realise,India,2015,October,"['many', 'people', 'asking', 'questions', 'interesting', 'realise']"
conference dumb couple next exchanging notes smh middleschool wat,India,2015,October,"['conference', 'dumb', 'couple', 'next', 'exchanging', 'notes', 'smh', 'middleschool', 'wat']"
prediction fires forests southeast asia would tigger runaway effect,India,2015,October,"['prediction', 'fires', 'forests', 'southeast', 'asia', 'would', 'tigger', 'runaway', 'effect']"
hurting actionsjairam naresh 2015,India,2015,October,"['hurting', 'actionsjairam', 'naresh', '2015']"
warmingthe challenging issue world saved fromtourist cruise low flying aircraft etc,India,2015,October,"['warmingthe', 'challenging', 'issue', 'world', 'saved', 'fromtourist', 'cruise', 'low', 'flying', 'aircraft', 'etc']"
diseases like dengue increase changejairam naresh,India,2015,October,"['diseases', 'like', 'dengue', 'increase', 'changejairam', 'naresh']"
topic week read short article find,India,2015,October,"['topic', 'week', 'read', 'short', 'article', 'find']"
frozen north feels financial burden,India,2015,October,"['frozen', 'north', 'feels', 'financial', 'burden']"
help develop cost effective solar devices minister tells officials,India,2015,October,"['help', 'develop', 'cost', 'effective', 'solar', 'devices', 'minister', 'tells', 'officials']"
10 million acres land plant great start mitigate changeampglobal,India,2015,October,"['10', 'million', 'acres', 'land', 'plant', 'great', 'start', 'mitigate', 'changeampglobal']"
gigantic fires making worse,India,2015,October,"['gigantic', 'fires', 'making', 'worse']"
fight,India,2015,October,['fight']
canadas frozen north feels financial burn,India,2015,October,"['canadas', 'frozen', 'north', 'feels', 'financial', 'burn']"
everybody,India,2015,October,['everybody']
help alleviate problems scientists news,India,2015,October,"['help', 'alleviate', 'problems', 'scientists', 'news']"
gigantic fires making worse,India,2015,October,"['gigantic', 'fires', 'making', 'worse']"
sensational headline,India,2015,October,"['sensational', 'headline']"
study points scary future,India,2015,October,"['study', 'points', 'scary', 'future']"
greatest national security threat,India,2015,October,"['greatest', 'national', 'security', 'threat']"
come,India,2015,October,['come']
impacts impoverish,India,2015,October,"['impacts', 'impoverish']"
impacts impoverish,India,2015,October,"['impacts', 'impoverish']"
changeis like converting islamglobal changed 2 changepoliticians trying 2 profit bulshit,India,2015,October,"['changeis', 'like', 'converting', 'islamglobal', 'changed', '2', 'changepoliticians', 'trying', '2', 'profit', 'bulshit']"
bring environment protect,India,2015,October,"['bring', 'environment', 'protect']"
amp solutions leader services,India,2015,October,"['amp', 'solutions', 'leader', 'services']"
unep finds average meateating american contributes 25 times compared nonvegetarian indian,India,2015,October,"['unep', 'finds', 'average', 'meateating', 'american', 'contributes', '25', 'times', 'compared', 'nonvegetarian', 'indian']"
next fifty years remains earth loose its50 waterglobal,India,2015,October,"['next', 'fifty', 'years', 'remains', 'earth', 'loose', 'its50', 'waterglobal']"
carbon pledges fail world bypass 2c limit 2100,India,2015,October,"['carbon', 'pledges', 'fail', 'world', 'bypass', '2c', 'limit', '2100']"
cool made hot,India,2015,October,"['cool', 'made', 'hot']"
gender equality womens safety toilets addressed gathering new york,India,2015,October,"['gender', 'equality', 'womens', 'safety', 'toilets', 'addressed', 'gathering', 'new', 'york']"
mendeleev resto bar,India,2015,October,"['mendeleev', 'resto', 'bar']"
byproduct development progress seasonal imbalance choice,India,2015,October,"['byproduct', 'development', 'progress', 'seasonal', 'imbalance', 'choice']"
plant 500 trees every year also maintain earnings written book,India,2015,October,"['plant', '500', 'trees', 'every', 'year', 'also', 'maintain', 'earnings', 'written', 'book']"
mystery kidney disease linked says scientist sa,India,2015,October,"['mystery', 'kidney', 'disease', 'linked', 'says', 'scientist', 'sa']"
main reason warminglol,India,2015,October,"['main', 'reason', 'warminglol']"
called development developmentits leading towards destructionfuture intense seasonal imbalance,India,2015,October,"['called', 'development', 'developmentits', 'leading', 'towards', 'destructionfuture', 'intense', 'seasonal', 'imbalance']"
fishes warning anyone listening hindu,India,2015,October,"['fishes', 'warning', 'anyone', 'listening', 'hindu']"
indias plan could gamechanger,India,2015,October,"['indias', 'plan', 'could', 'gamechanger']"
non believers stay india 10 months beginning janfebmumbai furnacemonths never hot earlier,India,2015,October,"['non', 'believers', 'stay', 'india', '10', 'months', 'beginning', 'janfebmumbai', 'furnacemonths', 'never', 'hot', 'earlier']"
moving towards helpful controlling amp best wishes,India,2015,October,"['moving', 'towards', 'helpful', 'controlling', 'amp', 'best', 'wishes']"
called music industry,India,2015,October,"['called', 'music', 'industry']"
believe sold crony capitalism,India,2015,October,"['believe', 'sold', 'crony', 'capitalism']"
aldub phenomenon meanwhile ung kabila dinglobal uuuuppsssss arayyykupoooo,India,2015,October,"['aldub', 'phenomenon', 'meanwhile', 'ung', 'kabila', 'dinglobal', 'uuuuppsssss', 'arayyykupoooo']"
sec pledges far would allow extensive 2100,India,2015,October,"['sec', 'pledges', 'far', 'would', 'allow', 'extensive', '2100']"
worlds systems risk says industry group,India,2015,October,"['worlds', 'systems', 'risk', 'says', 'industry', 'group']"
new study shows nyers worried,India,2015,October,"['new', 'study', 'shows', 'nyers', 'worried']"
shock earths natural coolant could twice powerful first thought,India,2015,October,"['shock', 'earths', 'natural', 'coolant', 'could', 'twice', 'powerful', 'first', 'thought']"
impact make india program npsingh,India,2015,October,"['impact', 'make', 'india', 'program', 'npsingh']"
impact make india program npsingh,India,2015,October,"['impact', 'make', 'india', 'program', 'npsingh']"
india impact make india program,India,2015,October,"['india', 'impact', 'make', 'india', 'program']"
0mar mommy se pahle aap syria ko b bhool gaye modi mastermind behind,India,2015,October,"['0mar', 'mommy', 'se', 'pahle', 'aap', 'syria', 'ko', 'b', 'bhool', 'gaye', 'modi', 'mastermind', 'behind']"
oh sweating like fountain,India,2015,October,"['oh', 'sweating', 'like', 'fountain']"
hottest sept day history leading perhaps hottest october history people still dispute,India,2015,October,"['hottest', 'sept', 'day', 'history', 'leading', 'perhaps', 'hottest', 'october', 'history', 'people', 'still', 'dispute']"
catherine young debuts postapocalyptic fashion hotter planet meets fashion,India,2015,October,"['catherine', 'young', 'debuts', 'postapocalyptic', 'fashion', 'hotter', 'planet', 'meets', 'fashion']"
world headed 27 celsius analysis shows,India,2015,October,"['world', 'headed', '27', 'celsius', 'analysis', 'shows']"
worlds systems risk leading firms,India,2015,October,"['worlds', 'systems', 'risk', 'leading', 'firms']"
human nature destroying mother nature result seasonal imbalancealready felt heat road ahead bumpy,India,2015,October,"['human', 'nature', 'destroying', 'mother', 'nature', 'result', 'seasonal', 'imbalancealready', 'felt', 'heat', 'road', 'ahead', 'bumpy']"
pledges far would allow extensive 2100,India,2015,September,"['pledges', 'far', 'would', 'allow', 'extensive', '2100']"
clever would chose 1 therefore,India,2015,September,"['clever', 'would', 'chose', '1', 'therefore']"
good news everything need respond challenge wait,India,2015,September,"['good', 'news', 'everything', 'need', 'respond', 'challenge', 'wait']"
mountains used stay snowcovered year moreglobal warmingnow couple winter months sad,India,2015,September,"['mountains', 'used', 'stay', 'snowcovered', 'year', 'moreglobal', 'warmingnow', 'couple', 'winter', 'months', 'sad']"
good news everything need respond challenge cannot wait al gore,India,2015,September,"['good', 'news', 'everything', 'need', 'respond', 'challenge', 'can', 'not', 'wait', 'al', 'gore']"
lets help heel earth district,India,2015,September,"['lets', 'help', 'heel', 'earth', 'district']"
days getting naughty,India,2015,September,"['days', 'getting', 'naughty']"
population n pollution leads necessary control 2 ps,India,2015,September,"['population', 'n', 'pollution', 'leads', 'necessary', 'control', '2', 'ps']"
modi n terrorism major problem,India,2015,September,"['modi', 'n', 'terrorism', 'major', 'problem']"
planet also look like water resources die due,India,2015,September,"['planet', 'also', 'look', 'like', 'water', 'resources', 'die', 'due']"
gud beginning ppl participate indirectly help mitigating,India,2015,September,"['gud', 'beginning', 'ppl', 'participate', 'indirectly', 'help', 'mitigating']"
corruptn amp terrorism r 2 faces single coin one canot exist wo otherglobal amp protectionist tech amp corrupt interntnl relation,India,2015,September,"['corruptn', 'amp', 'terrorism', 'r', '2', 'faces', 'single', 'coin', 'one', 'canot', 'exist', 'wo', 'otherglobal', 'amp', 'protectionist', 'tech', 'amp', 'corrupt', 'interntnl', 'relation']"
wet af prefer,India,2015,September,"['wet', 'af', 'prefer']"
modi asks world unite terrorism,India,2015,September,"['modi', 'asks', 'world', 'unite', 'terrorism']"
tererisum big challenge,India,2015,September,"['tererisum', 'big', 'challenge']"
terrorism biggest challenges world faces,India,2015,September,"['terrorism', 'biggest', 'challenges', 'world', 'faces']"
called development development leading towards destruction results seasonal imbalance,India,2015,September,"['called', 'development', 'development', 'leading', 'towards', 'destruction', 'results', 'seasonal', 'imbalance']"
600 farmer made suicide last nine months marathwada vidarv region maharashtracause drought n seasonal imbalance,India,2015,September,"['600', 'farmer', 'made', 'suicide', 'last', 'nine', 'months', 'marathwada', 'vidarv', 'region', 'maharashtracause', 'drought', 'n', 'seasonal', 'imbalance']"
mother nature unable bear torture human nature resulted imbalance outer nature causing,India,2015,September,"['mother', 'nature', 'unable', 'bear', 'torture', 'human', 'nature', 'resulted', 'imbalance', 'outer', 'nature', 'causing']"
anyone ever investigated possible link indian food,India,2015,September,"['anyone', 'ever', 'investigated', 'possible', 'link', 'indian', 'food']"
arsenalnews even wenger mourinho,India,2015,September,"['arsenalnews', 'even', 'wenger', 'mourinho']"
giveupbecause give give,India,2015,September,"['giveupbecause', 'give', 'give']"
enjoy natural cliamte natural,India,2015,September,"['enjoy', 'natural', 'cliamte', 'natural']"
exxon confirmed consensus 1982 inhouse models insideclimate news,India,2015,September,"['exxon', 'confirmed', 'consensus', '1982', 'inhouse', 'models', 'insideclimate', 'news']"
shell bhp ge advise governments,India,2015,September,"['shell', 'bhp', 'ge', 'advise', 'governments']"
stop burning fucking forests gods sake enough worry,India,2015,September,"['stop', 'burning', 'fucking', 'forests', 'gods', 'sake', 'enough', 'worry']"
control co2 levels oceans could combat,India,2015,September,"['control', 'co2', 'levels', 'oceans', 'could', 'combat']"
reduce traffic jams people allowed combined traveling zipgo like pooling instead carsamptwo wheelers,India,2015,September,"['reduce', 'traffic', 'jams', 'people', 'allowed', 'combined', 'traveling', 'zipgo', 'like', 'pooling', 'instead', 'carsamptwo', 'wheelers']"
volkswagen scandal exposes europes weak emission norms cares definitely european nations,India,2015,September,"['volkswagen', 'scandal', 'exposes', 'europes', 'weak', 'emission', 'norms', 'cares', 'definitely', 'european', 'nations']"
mean casesincreased temp means lesser life cycle still breed bite,India,2015,September,"['mean', 'casesincreased', 'temp', 'means', 'lesser', 'life', 'cycle', 'still', 'breed', 'bite']"
car free gurgaon tuesday beginning decongest crowded cities cities make mandatory control,India,2015,September,"['car', 'free', 'gurgaon', 'tuesday', 'beginning', 'decongest', 'crowded', 'cities', 'cities', 'make', 'mandatory', 'control']"
called,India,2015,September,['called']
future middle east hit hard less less grow rising water levels,India,2015,September,"['future', 'middle', 'east', 'hit', 'hard', 'less', 'less', 'grow', 'rising', 'water', 'levels']"
pope fransis talks eco ineqaulity immigration imam e kaba talk things,India,2015,September,"['pope', 'fransis', 'talks', 'eco', 'ineqaulity', 'immigration', 'imam', 'e', 'kaba', 'talk', 'things']"
great running,India,2015,September,"['great', 'running']"
nature giving warning signals floodsetcs impending calamities unite people stop infighting resulting,India,2015,September,"['nature', 'giving', 'warning', 'signals', 'floodsetcs', 'impending', 'calamities', 'unite', 'people', 'stop', 'infighting', 'resulting']"
hamiltons car troubles due next caused downtown line pls tell lui resigned,India,2015,September,"['hamiltons', 'car', 'troubles', 'due', 'next', 'caused', 'downtown', 'line', 'pls', 'tell', 'lui', 'resigned']"
solution ban internet,India,2015,September,"['solution', 'ban', 'internet']"
harsh fog thick outside still mercury rising doha whats good,India,2015,September,"['harsh', 'fog', 'thick', 'outside', 'still', 'mercury', 'rising', 'doha', 'whats', 'good']"
growing world population might seem like obvious threat environment cause,India,2015,September,"['growing', 'world', 'population', 'might', 'seem', 'like', 'obvious', 'threat', 'environment', 'cause']"
meltdown globalization come,India,2015,September,"['meltdown', 'globalization', 'come']"
second layer structural steel road roof top spvt faster economical well reduce,India,2015,September,"['second', 'layer', 'structural', 'steel', 'road', 'roof', 'top', 'spvt', 'faster', 'economical', 'well', 'reduce']"
cannot stop already embracing planet,India,2015,September,"['can', 'not', 'stop', 'already', 'embracing', 'planet']"
sorry 7777 check dp responsible,India,2015,September,"['sorry', '7777', 'check', 'dp', 'responsible']"
juiced atmosphere devastating floods,India,2015,September,"['juiced', 'atmosphere', 'devastating', 'floods']"
hmm four horsemen apocalypse spying pollution internet outage,India,2015,September,"['hmm', 'four', 'horsemen', 'apocalypse', 'spying', 'pollution', 'internet', 'outage']"
world today facing serious problem warmingjavadekar,India,2015,September,"['world', 'today', 'facing', 'serious', 'problem', 'warmingjavadekar']"
result warmingor something unidentified,India,2015,September,"['result', 'warmingor', 'something', 'unidentified']"
44 degreesseptember supposed part monsoon season yet sign rain far,India,2015,September,"['44', 'degreesseptember', 'supposed', 'part', 'monsoon', 'season', 'yet', 'sign', 'rain', 'far']"
india losing green cover rapidly study,India,2015,September,"['india', 'losing', 'green', 'cover', 'rapidly', 'study']"
alert el nio returns vengeance,India,2015,September,"['alert', 'el', 'nio', 'returns', 'vengeance']"
slowdown could temperatures soar,India,2015,September,"['slowdown', 'could', 'temperatures', 'soar']"
hi september burning wary,India,2015,September,"['hi', 'september', 'burning', 'wary']"
sets example fighting,India,2015,September,"['sets', 'example', 'fighting']"
soon meat remain personal choice choice otis second big cause,India,2015,September,"['soon', 'meat', 'remain', 'personal', 'choice', 'choice', 'otis', 'second', 'big', 'cause']"
goes full effect polar bears gone life earth would literally unbearable,India,2015,September,"['goes', 'full', 'effect', 'polar', 'bears', 'gone', 'life', 'earth', 'would', 'literally', 'unbearable']"
analysis would make sense catastrophes started heightening,India,2015,September,"['analysis', 'would', 'make', 'sense', 'catastrophes', 'started', 'heightening']"
facing consequences obsession meat second big cause,India,2015,September,"['facing', 'consequences', 'obsession', 'meat', 'second', 'big', 'cause']"
recent run hot dry summers likely indicator,India,2015,September,"['recent', 'run', 'hot', 'dry', 'summers', 'likely', 'indicator']"
,India,2015,September,[]
meat second big cause endangered life earth,India,2015,September,"['meat', 'second', 'big', 'cause', 'endangered', 'life', 'earth']"
dedicate late youve scorching hott screen,India,2015,September,"['dedicate', 'late', 'youve', 'scorching', 'hott', 'screen']"
maps imagery seems show would look like,India,2015,September,"['maps', 'imagery', 'seems', 'show', 'would', 'look', 'like']"
hot,India,2015,September,['hot']
used read hear topics air effects,India,2015,September,"['used', 'read', 'hear', 'topics', 'air', 'effects']"
sculpture isaac cordal berlin germany called politicians debating,India,2015,September,"['sculpture', 'isaac', 'cordal', 'berlin', 'germany', 'called', 'politicians', 'debating']"
facts many truth one going,India,2015,September,"['facts', 'many', 'truth', 'one', 'going']"
sustainable society consciously make consume needs need greed,India,2015,September,"['sustainable', 'society', 'consciously', 'make', 'consume', 'needs', 'need', 'greed']"
,India,2015,September,[]
solar glazing aerocon panels reduce load foundation consumption sandcement aggregates wateramptime,India,2015,September,"['solar', 'glazing', 'aerocon', 'panels', 'reduce', 'load', 'foundation', 'consumption', 'sandcement', 'aggregates', 'wateramptime']"
minimize sandcement stone aggregates precious water substitution rcc structural steel encasing reduce,India,2015,September,"['minimize', 'sandcement', 'stone', 'aggregates', 'precious', 'water', 'substitution', 'rcc', 'structural', 'steel', 'encasing', 'reduce']"
warning united else ready disaster sustained centuries,India,2015,September,"['warning', 'united', 'else', 'ready', 'disaster', 'sustained', 'centuries']"
play important role combat,India,2015,September,"['play', 'important', 'role', 'combat']"
great hail effort cutting globalwarming 4 hours earth hour karnataka every day lol,India,2015,September,"['great', 'hail', 'effort', 'cutting', 'globalwarming', '4', 'hours', 'earth', 'hour', 'karnataka', 'every', 'day', 'lol']"
impact,India,2015,September,['impact']
though extent worlds forest continues decline rate net forest loss cut 50,India,2015,September,"['though', 'extent', 'worlds', 'forest', 'continues', 'decline', 'rate', 'net', 'forest', 'loss', 'cut', '50']"
toe vehicles blocking traffic nearest workshop risk using toe vehicle junction ready prevent,India,2015,September,"['toe', 'vehicles', 'blocking', 'traffic', 'nearest', 'workshop', 'risk', 'using', 'toe', 'vehicle', 'junction', 'ready', 'prevent']"
effect,India,2015,September,['effect']
com usas herpes afflicted untouchables causing,India,2015,September,"['com', 'usas', 'herpes', 'afflicted', 'untouchables', 'causing']"
